LISTING_NEIGHBOURHOOD,MONTH_YEAR,ACTIVE_LISTINGS_RATE,MIN_PRICE,MAX_PRICE,MEDIAN_PRICE,AVG_PRICE,DISTINCT_HOSTS,SUPERHOST_RATE,AVG_REVIEW_SCORES_RATINGS,PER_CHANGE_ACTIVE_LISTINGS,PER_CHANGE_INACTIVE_LISTINGS,TOTAL_STAYS,AVG_ESTIMATED_REVENUE_PER_ACTIVE_LISTING
Ryde,2020-10-01,100.000000,16,829,80,100.829352,460,13.695700,92.898515,-1.677900,,11534,1978.380546
Ryde,2020-11-01,100.000000,16,829,80,101.974182,457,12.691500,92.845771,-0.853200,,10715,1850.462995
Ryde,2020-12-01,100.000000,16,1086,85,105.154499,460,12.608700,92.906634,1.376900,,12363,2223.342954
Ryde,2021-01-01,100.000000,14,2215,85,111.458194,456,12.938600,92.827160,1.528000,,12604,2328.617057
Ryde,2021-02-01,100.000000,14,1746,86.5,110.043771,453,12.362000,92.549505,-0.668900,,11774,2149.104377
Ryde,2021-03-01,100.000000,14,2321,85,109.385009,446,12.107600,92.190476,-1.178500,,12112,2235.221465
Ryde,2021-04-01,99.819800,15,5000,85,116.642599,412,13.106800,92.844327,-5.621800,,11427,2499.667870
Strathfield,2020-05-01,100.000000,15,1000,69.5,123.423077,157,14.012700,88.542254,,,3597,2077.187500
Strathfield,2020-06-01,100.000000,16,999,69,122.033493,156,13.461500,88.457143,0.480800,,3332,1404.435407
Strathfield,2020-07-01,100.000000,16,999,70,122.580488,152,14.473700,88.365672,-1.913900,,3292,1669.604878
Strathfield,2020-08-01,100.000000,20,4567,70.5,133.182857,134,14.925400,88.475000,-14.634100,,2390,1173.314286
Strathfield,2020-09-01,100.000000,20,4567,73,127.502513,149,15.436200,88.007576,13.714300,,3258,1417.969849
Strathfield,2020-10-01,100.000000,20,4567,70,127.154639,145,15.172400,88.456000,-2.512600,,3292,1447.757732
Strathfield,2020-11-01,100.000000,20,4567,69.5,122.163934,141,12.056700,87.781513,-5.670100,,2769,1218.786885
Strathfield,2020-12-01,100.000000,20,4567,68,129.033898,141,12.056700,89.106195,-3.278700,,3108,1476.598870
Strathfield,2021-01-01,100.000000,20,4567,69.5,127.842697,141,11.347500,88.905172,0.565000,,3253,1882.758427
Strathfield,2021-02-01,100.000000,20,4567,70,131.567416,141,11.347500,89.187500,0.000000,,2867,1441.612360
Strathfield,2021-03-01,100.000000,20,4567,70,130.500000,141,11.347500,89.423423,-1.123600,,2960,1458.244318
Strathfield,2021-04-01,99.435000,20,4567,70,132.272727,136,6.617600,89.226087,0.000000,,2998,1466.840909
Sutherland Shire,2020-05-01,100.000000,35,2440,144.5,213.365248,486,23.662600,95.107656,,,10273,3858.437943
Sutherland Shire,2020-06-01,100.000000,34,2440,141.5,213.009191,474,24.472600,95.327628,-3.546100,,10612,4139.851103
Sutherland Shire,2020-07-01,100.000000,35,2710,142.5,222.009452,463,26.997800,95.380952,-2.757400,,10447,4360.909263
Sutherland Shire,2020-08-01,100.000000,24,1500,132.5,199.152720,426,28.873200,95.922652,-9.640800,,9114,3879.598326
Sutherland Shire,2020-09-01,100.000000,24,1523,133.5,204.529412,453,26.710800,95.644909,6.694600,,10479,4236.749020
Sutherland Shire,2020-10-01,100.000000,22,1500,135,209.998028,448,23.883900,95.617801,-0.588200,,10631,4527.960552
Sutherland Shire,2020-11-01,100.000000,24,1500,135.5,216.452756,449,23.162600,95.643979,0.197200,,10263,4519.163386
Sutherland Shire,2020-12-01,100.000000,24,1669,148.5,236.446602,454,22.687200,95.700000,1.378000,,12220,5712.073786
Sutherland Shire,2021-01-01,100.000000,24,1741,147,235.376448,452,23.672600,95.845960,0.582500,,11124,5060.635135
Sutherland Shire,2021-02-01,100.000000,24,1988,140.5,224.331373,447,23.489900,95.782609,-1.544400,,10423,4621.754902
Sutherland Shire,2021-03-01,100.000000,24,1988,140.5,225.300781,450,22.666700,95.794344,0.392200,,10597,4609.646484
Sutherland Shire,2021-04-01,99.408300,24,2143,150,232.238095,426,25.117400,95.687339,-1.562500,,10374,4635.011905
Sydney,2020-05-01,100.000000,0,14315,135,211.247681,6262,12.919200,92.237500,,,191705,3651.307307
Sydney,2020-06-01,100.000000,0,14314,134,209.783533,6183,12.760800,92.367208,-2.387200,,193943,3719.978428
Sydney,2020-07-01,100.000000,0,14315,131,237.108746,6016,13.547200,92.506539,-3.663000,,192223,4114.458597
Sydney,2020-08-01,100.000000,11,14315,113,159.449469,5210,14.241800,92.604314,-15.430700,,155021,3056.577664
Sydney,2020-09-01,100.000000,11,14315,113.625,164.374911,5838,13.035300,92.648346,10.866400,,180026,3284.350437
Sydney,2020-10-01,100.000000,11,14315,115.334710744,166.018503,5773,12.264000,92.683355,-1.596100,,185882,3531.319837
Sydney,2020-11-01,100.000000,11,22500,115.132231405,169.302394,5728,12.150800,92.657575,-1.622000,,182866,3583.400342
Sydney,2020-12-01,100.000000,11,22500,120,181.905909,5667,12.175800,92.673168,-1.612100,,196662,4181.368297
Sydney,2021-01-01,100.000000,11,23929,120,194.918680,5622,11.597300,92.650375,1.204100,,191368,4237.681958
Sydney,2021-02-01,99.913300,11,23571,120,189.026156,5575,11.264600,92.606207,-1.054800,,185801,4019.338540
Sydney,2021-03-01,99.824000,11,22500,120,192.434525,5530,11.121200,92.546627,-1.549500,100.000000,184755,4202.204986
Sydney,2021-04-01,99.588300,11,14315,120,181.645653,5293,11.071200,92.559201,-2.530800,128.571400,185407,4124.522801
The Hills Shire,2020-05-01,100.000000,24,6986,80,179.698462,259,21.621600,93.422727,,,4798,1903.344615
The Hills Shire,2020-06-01,100.000000,24,6984,80,179.070064,250,20.400000,92.800948,-3.384600,,4879,1945.716561
The Hills Shire,2020-07-01,100.000000,26,6985,80.5,254.315951,250,22.000000,93.086538,3.821700,,4730,2267.966258
The Hills Shire,2020-08-01,100.000000,25,9999,79.5,195.907895,244,21.311500,92.980583,-6.748500,,4206,1602.319079
The Hills Shire,2020-09-01,100.000000,21,9999,80,197.408805,247,20.242900,92.816901,4.605300,,4774,1892.389937
The Hills Shire,2020-10-01,100.000000,25,9999,75,196.780255,242,19.834700,92.709524,-1.257900,,4935,2456.280255
The Hills Shire,2020-11-01,100.000000,25,9999,75,223.260586,235,19.148900,92.495238,-2.229300,,4399,2088.931596
The Hills Shire,2020-12-01,100.000000,25,7918,75,208.209459,227,18.942700,92.391960,-3.583100,,5498,4009.027027
The Hills Shire,2021-01-01,100.000000,25,8224,75,213.113712,225,17.333300,92.404040,1.013500,,5030,3131.076923
The Hills Shire,2021-02-01,100.000000,25,6627,75,203.349153,222,18.018000,92.306122,-1.337800,,4900,2338.766102
The Hills Shire,2021-03-01,99.652800,25,6025,75,201.668990,219,17.351600,92.404145,-2.711900,,4621,2404.397213
The Hills Shire,2021-04-01,98.920900,25,6942,75,232.967273,207,17.874400,92.553191,-4.181200,200.000000,4674,2578.829091
Waverley,2020-05-01,100.000000,5,10000,150.56122449,244.856806,4209,7.935400,93.853345,,,120191,5386.739737
Waverley,2020-06-01,100.000000,4,10000,150,244.247811,4164,7.708900,93.914771,-1.316000,,119400,5430.481887
Waverley,2020-07-01,100.000000,5,10000,150,247.705272,4084,8.055800,93.970396,-2.209400,,118065,5455.223692
Waverley,2020-08-01,100.000000,14,10000,148.916666667,228.642485,3513,8.312000,93.988026,-14.146100,,98129,5016.964201
Waverley,2020-09-01,100.000000,5,10000,149,232.978675,3998,7.778900,94.045134,14.509200,,116816,5370.901242
Waverley,2020-10-01,100.000000,5,10000,150,233.466107,3966,7.337400,94.071010,-1.345800,,118461,5586.344386
Waverley,2020-11-01,100.000000,5,10000,150,235.650422,3963,7.090600,94.036782,-0.524700,,118042,5626.181857
Waverley,2020-12-01,99.979200,5,10000,150.083333333,256.741566,4008,7.060900,94.149383,1.308000,,123079,6210.096210
Waverley,2021-01-01,99.958200,5,10000,150,250.872959,3971,6.723700,94.136772,-0.499800,100.000000,121074,6037.476978
Waverley,2021-02-01,99.915600,5,10000,150,249.325586,3943,6.644700,94.102315,-0.941800,100.000000,118825,5987.010142
Waverley,2021-03-01,99.914500,5,10000,150,243.496149,3899,6.437500,94.125896,-1.246600,0.000000,117787,5813.316645
Waverley,2021-04-01,99.632200,5,10000,150,243.191097,3746,6.220000,94.033425,-1.476300,325.000000,116133,5859.922258
Willoughby,2020-05-01,100.000000,26,2599,127.5,198.441288,403,10.421800,91.573446,,,9205,3605.594697
Willoughby,2020-06-01,100.000000,25,2600,122,195.908397,401,9.725700,91.822034,-0.757600,,9149,3505.637405
Willoughby,2020-07-01,100.000000,22,2711,120.5,214.963947,391,10.997400,91.688761,0.572500,,8980,3327.988615
Willoughby,2020-08-01,100.000000,24,14568,104.5,199.524625,348,11.206900,91.903846,-11.385200,,7843,3916.398287
Willoughby,2020-09-01,100.000000,19,14568,103.5,200.952096,376,11.436200,91.960725,7.280500,,8792,4060.848303
Willoughby,2020-10-01,100.000000,24,14568,102,212.427992,371,11.590300,92.030864,-1.596800,,9741,4996.689655
Willoughby,2020-11-01,100.000000,24,14568,102,208.125773,372,11.559100,92.471154,-1.622700,,9212,4706.740206
Willoughby,2020-12-01,100.000000,22,14568,115,237.573196,375,11.466700,92.339934,0.000000,,10821,5825.529897
Willoughby,2021-01-01,100.000000,24,14568,110,237.895918,373,10.187700,92.478827,1.030900,,10220,5695.526531
Willoughby,2021-02-01,99.790400,24,14568,113.5,212.808824,367,10.081700,92.647249,-2.857100,,9474,4780.058824
Willoughby,2021-03-01,99.791200,24,14568,112.5,214.832636,366,10.109300,92.569132,0.420200,0.000000,9790,4929.995816
Willoughby,2021-04-01,99.787200,24,14568,110.5,218.228145,349,10.888300,92.295082,-1.882800,0.000000,9629,4968.605544
Woollahra,2020-05-01,100.000000,23,12076,150.5,321.892834,1281,9.601900,93.546627,,,34279,6124.092318
Woollahra,2020-06-01,100.000000,23,12075,150,318.538411,1255,9.322700,93.529592,-2.517800,,34176,6189.841722
Woollahra,2020-07-01,100.000000,25,28613,150,338.470707,1230,10.000000,93.524454,-1.655600,,33653,6775.139394
Woollahra,2020-08-01,100.000000,28,9501,150,310.749621,1094,10.694700,93.713620,-11.245800,,28798,6238.591047
Woollahra,2020-09-01,100.000000,20,28613,150,344.309993,1215,9.711900,93.707758,11.608500,,33214,7080.589395
Woollahra,2020-10-01,100.000000,20,28613,150,341.644645,1197,8.270700,93.722826,-2.243400,,33774,7400.184979
Woollahra,2020-11-01,100.000000,20,28613,150,319.424735,1192,8.473200,93.691372,-1.599400,,33103,6947.042403
Woollahra,2020-12-01,100.000000,25,28613,155,346.170487,1172,8.361800,93.759174,-1.342800,,34094,7626.099570
Woollahra,2021-01-01,100.000000,25,28613,150,334.169784,1164,7.646000,93.698394,-0.429800,,33614,7258.160432
Woollahra,2021-02-01,99.927600,25,28613,152,333.325851,1156,7.872000,93.752887,-0.647500,,32320,6887.758870
Woollahra,2021-03-01,100.000000,25,28613,150,329.920438,1151,7.645500,93.693473,-0.796500,-100.000000,32364,6739.399270
Woollahra,2021-04-01,99.771300,25,28613,152.5,361.994652,1066,8.255200,93.930403,-4.452600,,31858,7505.017571
