PROPERTY_TYPE,ROOM_TYPE,ACCOMODATES,MONTH_YEAR,ACTIVE_LISTINGS_RATE,MIN_PRICE,MAX_PRICE,MEDIAN_PRICE,AVG_PRICE,DISTINCT_HOSTS,SUPERHOST_RATE,AVG_REVIEW_SCORES_RATINGS,PER_CHANGE_ACTIVE_LISTINGS,PER_CHANGE_INACTIVE_LISTINGS,TOTAL_STAYS,AVG_ESTIMATED_REVENUE_PER_ACTIVE_LISTING
Aparthotel,Entire home/apt,2,2020-05-01,100.000000,165,165,165,165.000000,1,0.000000,94.000000,,,0,0.000000
Aparthotel,Entire home/apt,2,2020-06-01,100.000000,164,164,164,164.000000,1,0.000000,94.000000,0.000000,,0,0.000000
Aparthotel,Entire home/apt,3,2020-06-01,100.000000,99,109,104,104.000000,1,0.000000,80.000000,,,5,61.875000
Aparthotel,Entire home/apt,3,2020-07-01,100.000000,98,108,103,103.000000,1,0.000000,73.571429,0.000000,,30,370.000000
Aparthotel,Entire home/apt,5,2020-05-01,100.000000,158,158,158,158.000000,1,0.000000,93.000000,,,28,4424.000000
Aparthotel,Entire home/apt,5,2020-06-01,100.000000,158,158,158,158.000000,1,0.000000,93.000000,0.000000,,14,2212.000000
Aparthotel,Entire home/apt,5,2020-07-01,100.000000,158,158,158,158.000000,1,0.000000,93.000000,0.000000,,13,2054.000000
Aparthotel,Hotel room,2,2020-05-01,100.000000,47,501,347.5,310.750000,2,0.000000,92.500000,,,8,888.500000
Aparthotel,Hotel room,2,2020-06-01,100.000000,48,501,348,311.250000,2,0.000000,92.500000,0.000000,,25,3018.000000
Aparthotel,Hotel room,2,2020-07-01,100.000000,196,500,500,398.666667,1,0.000000,97.333333,-25.000000,,15,2398.666667
Aparthotel,Hotel room,4,2020-05-01,100.000000,499,501,501,500.333333,2,0.000000,94.000000,,,0,0.000000
Aparthotel,Hotel room,4,2020-06-01,100.000000,499,501,501,500.333333,2,0.000000,94.000000,0.000000,,2,334.000000
Aparthotel,Hotel room,4,2020-07-01,100.000000,500,500,500,500.000000,1,0.000000,93.000000,-66.666700,,8,4000.000000
Aparthotel,Private room,2,2020-05-01,100.000000,80,351,130,172.750000,3,0.000000,92.666667,,,32,665.000000
Aparthotel,Private room,2,2020-06-01,100.000000,80,350,130,172.500000,3,0.000000,90.333333,0.000000,,61,1607.500000
Aparthotel,Private room,2,2020-07-01,100.000000,80,350,130,156.666667,3,0.000000,92.750000,50.000000,,35,543.333333
Aparthotel,Private room,3,2020-05-01,100.000000,139,139,139,139.000000,1,0.000000,100.000000,,,1,139.000000
Aparthotel,Private room,3,2020-06-01,100.000000,140,140,140,140.000000,1,0.000000,100.000000,0.000000,,1,140.000000
Aparthotel,Private room,3,2020-07-01,100.000000,140,140,140,140.000000,1,0.000000,100.000000,100.000000,,2,140.000000
Aparthotel,Private room,4,2020-05-01,100.000000,161,249,205,205.000000,2,0.000000,100.000000,,,31,3815.500000
Aparthotel,Private room,4,2020-06-01,100.000000,161,249,205,205.000000,2,0.000000,100.000000,0.000000,,60,6150.000000
Aparthotel,Private room,4,2020-07-01,100.000000,160,160,160,160.000000,1,0.000000,100.000000,0.000000,,2,160.000000
Apartment,Entire home/apt,1,2020-05-01,100.000000,20,804,98.5,126.147059,100,7.000000,92.921875,,,2468,2781.803922
Apartment,Entire home/apt,1,2020-06-01,100.000000,20,789,99,125.666667,100,7.000000,92.333333,0.000000,,2455,2744.764706
Apartment,Entire home/apt,1,2020-07-01,100.000000,20,2157,98.5,178.363636,86,6.976700,90.888889,-13.725500,,2050,4141.522727
Apartment,Entire home/apt,2,2020-05-01,100.000000,15,12001,130,221.760098,4646,12.204000,93.610658,,,127290,4053.079909
Apartment,Entire home/apt,2,2020-06-01,100.000000,14,12000,134,220.327273,4573,12.114600,93.585868,-1.905900,,128470,4032.836007
Apartment,Entire home/apt,2,2020-07-01,100.000000,14,12000,139,291.333608,3834,13.458500,93.613055,-13.440300,,109514,4427.275535
Apartment,Entire home/apt,3,2020-05-01,100.000000,15,2544,139.25,194.435758,1289,12.645500,92.548681,,,32388,3758.770224
Apartment,Entire home/apt,3,2020-06-01,100.000000,14,2456,140,194.436718,1270,12.519700,92.832866,-2.243400,,32505,3791.315716
Apartment,Entire home/apt,3,2020-07-01,100.000000,14,2711,141,171.169404,1047,14.708700,92.919592,-19.541000,,26856,3773.899741
Apartment,Entire home/apt,4,2020-05-01,100.000000,0,10000,181,238.834586,3909,12.791000,92.778051,,,106656,4856.937818
Apartment,Entire home/apt,4,2020-06-01,100.000000,0,10000,180,236.952791,3829,12.614300,92.816766,-3.149800,,107489,5127.440621
Apartment,Entire home/apt,4,2020-07-01,100.000000,0,7000,180,243.235747,3140,13.535000,92.723456,-18.296300,,88264,5041.002825
Apartment,Entire home/apt,5,2020-05-01,100.000000,31,2440,194,240.553644,764,14.136100,90.562579,,,19216,4527.402834
Apartment,Entire home/apt,5,2020-06-01,100.000000,30,2440,197.5,240.607407,749,14.285700,90.795699,-4.352200,,19165,4759.216931
Apartment,Entire home/apt,5,2020-07-01,100.000000,30,2711,199,243.822647,615,15.447200,90.756944,-22.433900,,15781,5065.960437
Apartment,Entire home/apt,6,2020-05-01,100.000000,28,6000,219,310.138911,884,18.099500,91.898833,,,23409,5310.813733
Apartment,Entire home/apt,6,2020-06-01,100.000000,27,5999,220,314.731113,862,17.517400,92.191251,-2.841400,,24267,5874.129163
Apartment,Entire home/apt,6,2020-07-01,100.000000,27,5145,219,315.265166,729,19.341600,92.282555,-16.978100,,20697,6003.989237
Apartment,Entire home/apt,7,2020-05-01,100.000000,67,2001,250,320.866667,123,18.699200,91.259259,,,2453,4619.981818
Apartment,Entire home/apt,7,2020-06-01,100.000000,68,1999,259.5,341.643357,112,18.750000,91.666667,-13.333300,,2260,4707.573427
Apartment,Entire home/apt,7,2020-07-01,100.000000,50,1041,250,304.478992,98,22.449000,91.346939,-16.783200,,1993,4698.151261
Apartment,Entire home/apt,8,2020-05-01,100.000000,75,10000,248.5,442.072165,130,21.538500,91.284848,,,2798,7710.046392
Apartment,Entire home/apt,8,2020-06-01,100.000000,75,10000,249,449.846995,125,20.800000,91.760000,-5.670100,,2903,7536.868852
Apartment,Entire home/apt,8,2020-07-01,100.000000,75,10000,250,499.681250,105,21.904800,90.600000,-12.568300,,2390,8358.162500
Apartment,Entire home/apt,9,2020-05-01,100.000000,80,700,219.5,257.885714,26,26.923100,90.437500,,,620,4629.771429
Apartment,Entire home/apt,9,2020-06-01,100.000000,80,699,222,258.058824,24,29.166700,90.466667,-2.857100,,600,4448.852941
Apartment,Entire home/apt,9,2020-07-01,100.000000,81,701,201,241.538462,20,20.000000,90.045455,-23.529400,,434,3893.846154
Apartment,Entire home/apt,10,2020-05-01,100.000000,90,1000,310,384.814815,20,15.000000,88.666667,,,433,7504.962963
Apartment,Entire home/apt,10,2020-06-01,100.000000,90,1000,310,388.000000,21,14.285700,88.526316,-3.703700,,408,6909.269231
Apartment,Entire home/apt,10,2020-07-01,100.000000,91,1001,334,418.789474,17,17.647100,86.500000,-26.923100,,263,6865.894737
Apartment,Entire home/apt,11,2020-05-01,100.000000,298,580,344.5,391.750000,4,25.000000,98.000000,,,90,9270.000000
Apartment,Entire home/apt,11,2020-06-01,100.000000,299,581,344,392.000000,4,25.000000,91.333333,0.000000,,67,5693.250000
Apartment,Entire home/apt,11,2020-07-01,100.000000,299,580,439.5,439.500000,2,0.000000,96.000000,-50.000000,,34,5645.000000
Apartment,Entire home/apt,12,2020-05-01,100.000000,240,700,337,391.125000,7,28.571400,92.833333,,,202,10346.000000
Apartment,Entire home/apt,12,2020-06-01,100.000000,250,699,428.5,412.714286,6,33.333300,92.833333,-12.500000,,166,10514.857143
Apartment,Entire home/apt,12,2020-07-01,100.000000,198,699,428,421.250000,7,28.571400,93.714286,14.285700,,173,9617.250000
Apartment,Entire home/apt,13,2020-05-01,100.000000,250,250,250,250.000000,1,100.000000,99.000000,,,0,0.000000
Apartment,Entire home/apt,13,2020-06-01,100.000000,249,249,249,249.000000,1,100.000000,99.000000,0.000000,,3,747.000000
Apartment,Entire home/apt,13,2020-07-01,100.000000,249,249,249,249.000000,1,100.000000,99.000000,0.000000,,1,249.000000
Apartment,Entire home/apt,14,2020-05-01,100.000000,151,501,243.5,273.000000,5,40.000000,73.400000,,,90,3680.000000
Apartment,Entire home/apt,14,2020-06-01,100.000000,151,269,240,225.000000,3,33.333300,67.000000,-33.333300,,61,3805.000000
Apartment,Entire home/apt,14,2020-07-01,100.000000,150,268,240,224.500000,3,33.333300,67.000000,0.000000,,62,3835.000000
Apartment,Entire home/apt,15,2020-05-01,100.000000,268,268,268,268.000000,1,100.000000,100.000000,,,30,8040.000000
Apartment,Entire home/apt,16,2020-05-01,100.000000,100,801,400,434.000000,3,33.333300,98.250000,,,70,4757.142857
Apartment,Entire home/apt,16,2020-06-01,100.000000,280,799,400,469.571429,3,33.333300,98.600000,0.000000,,130,10202.857143
Apartment,Entire home/apt,16,2020-07-01,100.000000,280,1001,580,590.000000,2,50.000000,98.250000,-14.285700,,135,12836.166667
Apartment,Hotel room,4,2020-05-01,100.000000,300,350,325,325.000000,1,0.000000,93.000000,,,60,9750.000000
Apartment,Hotel room,4,2020-06-01,100.000000,300,350,325,325.000000,1,0.000000,93.000000,0.000000,,60,9750.000000
Apartment,Hotel room,6,2020-05-01,100.000000,335,335,335,335.000000,1,0.000000,83.000000,,,0,0.000000
Apartment,Hotel room,6,2020-06-01,100.000000,335,335,335,335.000000,1,0.000000,83.000000,0.000000,,4,1340.000000
Apartment,Hotel room,6,2020-07-01,100.000000,334,334,334,334.000000,1,0.000000,85.000000,0.000000,,30,10020.000000
Apartment,Hotel room,8,2020-05-01,100.000000,190,190,190,190.000000,1,0.000000,85.000000,,,9,1710.000000
Apartment,Hotel room,8,2020-06-01,100.000000,190,190,190,190.000000,1,0.000000,85.000000,0.000000,,30,5700.000000
Apartment,Private room,1,2020-05-01,100.000000,0,4000,60,76.379118,1671,6.822300,93.458506,,,36837,1381.118370
Apartment,Private room,1,2020-06-01,100.000000,0,4000,60,76.779853,1651,6.541500,92.979058,-1.340000,,36396,1385.198642
Apartment,Private room,1,2020-07-01,100.000000,0,4000,60,75.205805,1423,7.238200,93.461250,-14.204900,,30198,1328.197889
Apartment,Private room,2,2020-05-01,100.000000,5,10001,75,92.175453,4367,9.045100,93.274227,,,105199,1910.526360
Apartment,Private room,2,2020-06-01,100.000000,4,10000,74,91.744142,4358,8.949100,93.213817,-0.105400,,104346,1875.274646
Apartment,Private room,2,2020-07-01,100.000000,4,10000,75,93.587851,3704,9.503200,93.289365,-15.896100,,86019,1847.233183
Apartment,Private room,3,2020-05-01,100.000000,0,14999,76,184.938650,152,11.842100,91.756757,,,3063,4455.527607
Apartment,Private room,3,2020-06-01,100.000000,0,15000,74.5,185.586420,151,11.258300,92.351852,-0.613500,,3082,3466.370370
Apartment,Private room,3,2020-07-01,100.000000,0,15000,73.5,192.855172,135,11.111100,92.818182,-10.493800,,2576,4658.062069
Apartment,Private room,4,2020-05-01,100.000000,38,2001,119,171.310680,100,8.000000,94.070175,,,2272,3743.582524
Apartment,Private room,4,2020-06-01,100.000000,39,1999,120,170.611650,100,8.000000,94.293103,0.000000,,2200,3605.951456
Apartment,Private room,4,2020-07-01,100.000000,37,2000,123,172.892473,91,9.890100,93.134615,-9.708700,,1856,3426.129032
Apartment,Private room,5,2020-05-01,100.000000,60,2001,109.5,304.083333,12,8.333300,90.166667,,,218,2564.500000
Apartment,Private room,5,2020-06-01,100.000000,60,1999,127.5,291.846154,13,7.692300,90.428571,8.333300,,234,2474.153846
Apartment,Private room,5,2020-07-01,100.000000,60,380,129.5,175.100000,10,10.000000,91.250000,-23.076900,,192,3203.100000
Apartment,Private room,6,2020-05-01,100.000000,99,260,162.5,155.000000,7,14.285700,86.000000,,,119,2899.285714
Apartment,Private room,6,2020-06-01,100.000000,100,260,162,154.857143,7,14.285700,86.000000,0.000000,,150,3788.571429
Apartment,Private room,6,2020-07-01,100.000000,100,200,124.5,129.800000,5,20.000000,86.000000,-28.571400,,94,2764.200000
Apartment,Private room,7,2020-05-01,100.000000,1000,1000,1000,1000.000000,1,0.000000,,,,0,0.000000
Apartment,Private room,7,2020-06-01,100.000000,55,1000,527.5,527.500000,2,0.000000,93.000000,100.000000,,19,522.500000
Apartment,Private room,8,2020-05-01,100.000000,45,45,45,45.000000,1,100.000000,94.000000,,,30,1350.000000
Apartment,Private room,8,2020-06-01,100.000000,45,45,45,45.000000,1,100.000000,94.000000,0.000000,,29,1305.000000
Apartment,Private room,8,2020-07-01,100.000000,46,46,46,46.000000,1,100.000000,94.000000,0.000000,,30,1380.000000
Apartment,Private room,10,2020-05-01,100.000000,419,419,419,419.000000,1,0.000000,80.000000,,,30,12570.000000
Apartment,Private room,10,2020-06-01,100.000000,420,420,420,420.000000,1,0.000000,80.000000,0.000000,,30,12600.000000
Apartment,Private room,10,2020-07-01,100.000000,420,420,420,420.000000,1,0.000000,80.000000,0.000000,,30,12600.000000
Apartment,Private room,16,2020-05-01,100.000000,47,47,47,47.000000,1,0.000000,,,,30,1410.000000
Apartment,Private room,16,2020-06-01,100.000000,47,47,47,47.000000,1,0.000000,,0.000000,,30,1410.000000
Apartment,Private room,16,2020-07-01,100.000000,47,47,47,47.000000,1,0.000000,,0.000000,,30,1410.000000
Apartment,Shared room,1,2020-05-01,100.000000,15,586,35,49.405316,231,1.731600,90.126214,,,5544,819.126246
Apartment,Shared room,1,2020-06-01,100.000000,14,550,34,50.472414,234,1.709400,90.605769,-3.654500,,5564,851.851724
Apartment,Shared room,1,2020-07-01,100.000000,14,500,37,50.491736,207,1.932400,90.037037,-16.551700,,4780,902.293388
Apartment,Shared room,2,2020-05-01,100.000000,0,390,53,71.760417,87,0.000000,85.033333,,,1757,1166.500000
Apartment,Shared room,2,2020-06-01,100.000000,0,390,59.5,72.802198,84,0.000000,87.250000,-5.208300,,1698,1187.208791
Apartment,Shared room,2,2020-07-01,100.000000,0,390,57.5,69.259740,75,0.000000,87.269231,-15.384600,,1478,1142.337662
Apartment,Shared room,3,2020-05-01,100.000000,5,51,30,30.500000,4,0.000000,87.000000,,,63,293.500000
Apartment,Shared room,3,2020-06-01,100.000000,4,50,29.5,30.000000,5,0.000000,87.000000,33.333300,,71,247.000000
Apartment,Shared room,3,2020-07-01,100.000000,22,50,36.5,33.714286,4,0.000000,87.000000,-12.500000,,48,277.000000
Apartment,Shared room,4,2020-05-01,100.000000,31,119,40,49.692308,9,11.111100,82.545455,,,130,427.692308
Apartment,Shared room,4,2020-06-01,100.000000,30,90,37,40.909091,8,12.500000,86.444444,-15.384600,,99,417.272727
Apartment,Shared room,4,2020-07-01,100.000000,35,91,40,47.666667,6,16.666700,83.750000,-45.454500,,61,440.166667
Apartment,Shared room,5,2020-05-01,100.000000,21,261,141,141.000000,2,0.000000,91.000000,,,30,3915.000000
Apartment,Shared room,5,2020-06-01,100.000000,21,243,132,132.000000,2,0.000000,91.000000,0.000000,,30,3645.000000
Apartment,Shared room,5,2020-07-01,100.000000,22,244,133,133.000000,2,0.000000,91.000000,0.000000,,30,3660.000000
Apartment,Shared room,7,2020-05-01,100.000000,35,99,67,67.000000,2,0.000000,80.000000,,,60,2010.000000
Apartment,Shared room,7,2020-06-01,100.000000,34,100,67,67.000000,2,0.000000,80.000000,0.000000,,60,2010.000000
Apartment,Shared room,7,2020-07-01,100.000000,34,100,67,67.000000,2,0.000000,80.000000,0.000000,,60,2010.000000
Barn,Entire home/apt,2,2020-05-01,100.000000,275,275,275,275.000000,1,100.000000,100.000000,,,0,0.000000
Barn,Entire home/apt,2,2020-06-01,100.000000,275,275,275,275.000000,1,100.000000,100.000000,0.000000,,3,825.000000
Barn,Entire home/apt,2,2020-07-01,100.000000,275,275,275,275.000000,1,100.000000,100.000000,0.000000,,23,6325.000000
Barn,Entire home/apt,2,2020-08-01,100.000000,275,275,275,275.000000,1,100.000000,100.000000,0.000000,,18,4950.000000
Barn,Entire home/apt,2,2020-09-01,100.000000,275,275,275,275.000000,1,100.000000,100.000000,0.000000,,29,7975.000000
Barn,Entire home/apt,2,2020-10-01,100.000000,275,275,275,275.000000,1,100.000000,100.000000,0.000000,,15,4125.000000
Barn,Entire home/apt,2,2020-11-01,100.000000,220,275,247.5,247.500000,2,50.000000,100.000000,100.000000,,33,4180.000000
Barn,Entire home/apt,2,2020-12-01,100.000000,250,275,262.5,262.500000,2,50.000000,99.500000,0.000000,,57,7462.500000
Barn,Entire home/apt,2,2021-01-01,100.000000,250,275,262.5,262.500000,2,50.000000,99.500000,0.000000,,48,6225.000000
Barn,Entire home/apt,2,2021-02-01,100.000000,250,275,262.5,262.500000,2,50.000000,99.500000,0.000000,,46,5950.000000
Barn,Entire home/apt,2,2021-03-01,100.000000,250,275,262.5,262.500000,2,50.000000,99.500000,0.000000,,40,5125.000000
Barn,Entire home/apt,2,2021-04-01,100.000000,250,275,262.5,262.500000,2,100.000000,99.500000,0.000000,,59,7737.500000
Barn,Entire home/apt,4,2021-02-01,100.000000,450,450,450,450.000000,1,100.000000,99.000000,,,30,13500.000000
Barn,Entire home/apt,4,2021-03-01,100.000000,450,450,450,450.000000,1,100.000000,99.000000,0.000000,,30,13500.000000
Barn,Entire home/apt,6,2020-05-01,100.000000,350,350,350,350.000000,1,100.000000,100.000000,,,0,0.000000
Barn,Entire home/apt,6,2020-06-01,100.000000,350,350,350,350.000000,1,100.000000,100.000000,0.000000,,4,1400.000000
Barn,Entire home/apt,6,2020-07-01,100.000000,350,350,350,350.000000,1,100.000000,100.000000,0.000000,,22,7700.000000
Barn,Entire home/apt,6,2020-08-01,100.000000,400,400,400,400.000000,1,100.000000,100.000000,0.000000,,16,6400.000000
Barn,Entire home/apt,6,2020-09-01,100.000000,400,400,400,400.000000,1,100.000000,100.000000,0.000000,,21,8400.000000
Barn,Entire home/apt,6,2020-10-01,100.000000,450,450,450,450.000000,1,100.000000,100.000000,0.000000,,30,13500.000000
Barn,Entire home/apt,6,2020-11-01,100.000000,450,450,450,450.000000,1,100.000000,100.000000,0.000000,,13,5850.000000
Barn,Entire home/apt,6,2020-12-01,100.000000,650,650,650,650.000000,1,100.000000,99.000000,0.000000,,25,16250.000000
Barn,Entire home/apt,6,2021-01-01,100.000000,650,650,650,650.000000,1,100.000000,99.000000,0.000000,,12,7800.000000
Barn,Private room,1,2020-07-01,100.000000,16,16,16,16.000000,1,0.000000,70.000000,,,19,304.000000
Barn,Private room,2,2020-05-01,100.000000,75,75,75,75.000000,1,100.000000,99.000000,,,30,2250.000000
Barn,Private room,2,2020-06-01,100.000000,16,75,65,48.666667,3,33.333300,84.500000,200.000000,,35,776.666667
Barn,Private room,2,2020-07-01,100.000000,43,76,66,58.333333,3,33.333300,99.000000,0.000000,,30,760.000000
Barn,Shared room,2,2020-05-01,100.000000,34,34,34,34.000000,1,0.000000,77.000000,,,0,0.000000
Barn,Shared room,2,2020-06-01,100.000000,16,16,16,16.000000,1,0.000000,75.000000,0.000000,,5,80.000000
Bed and breakfast,Hotel room,1,2020-05-01,100.000000,41,44,42.5,42.500000,2,50.000000,94.500000,,,30,660.000000
Bed and breakfast,Hotel room,1,2020-06-01,100.000000,41,44,42.5,42.500000,2,50.000000,94.500000,0.000000,,30,660.000000
Bed and breakfast,Hotel room,1,2020-07-01,100.000000,42,45,43.5,43.500000,2,50.000000,94.500000,0.000000,,30,675.000000
Bed and breakfast,Hotel room,2,2020-05-01,100.000000,91,309,238,212.200000,3,33.333300,82.000000,,,92,4660.800000
Bed and breakfast,Hotel room,2,2020-06-01,100.000000,90,309,238,211.800000,3,33.333300,82.000000,0.000000,,75,3623.000000
Bed and breakfast,Hotel room,2,2020-07-01,100.000000,91,309,238,212.200000,3,66.666700,82.000000,0.000000,,54,2314.400000
Bed and breakfast,Hotel room,3,2020-05-01,100.000000,259,400,329.5,329.500000,1,0.000000,98.000000,,,60,9885.000000
Bed and breakfast,Hotel room,3,2020-06-01,100.000000,259,399,329,329.000000,1,0.000000,98.000000,0.000000,,50,7875.000000
Bed and breakfast,Hotel room,3,2020-07-01,100.000000,259,259,259,259.000000,1,100.000000,96.000000,-50.000000,,30,7770.000000
Bed and breakfast,Hotel room,4,2020-05-01,100.000000,37,37,37,37.000000,1,0.000000,69.000000,,,0,0.000000
Bed and breakfast,Hotel room,4,2020-06-01,100.000000,36,36,36,36.000000,1,0.000000,69.000000,0.000000,,7,252.000000
Bed and breakfast,Hotel room,4,2020-07-01,100.000000,36,36,36,36.000000,1,0.000000,68.000000,0.000000,,0,0.000000
Bed and breakfast,Private room,1,2020-05-01,100.000000,32,151,58.5,65.400000,14,7.142900,93.000000,,,157,603.533333
Bed and breakfast,Private room,1,2020-06-01,100.000000,33,150,57.5,65.533333,14,7.142900,93.000000,0.000000,,154,587.733333
Bed and breakfast,Private room,1,2020-07-01,100.000000,33,150,53,63.428571,13,7.692300,93.000000,-6.666700,,155,567.571429
Bed and breakfast,Private room,2,2020-05-01,100.000000,38,3001,98,161.337838,43,20.930200,91.886364,,,781,1015.567568
Bed and breakfast,Private room,2,2020-06-01,100.000000,39,3000,98,160.932432,43,18.604700,91.744186,0.000000,,806,1224.567568
Bed and breakfast,Private room,2,2020-07-01,100.000000,39,3001,110,168.619718,41,19.512200,91.976190,-4.054100,,725,1109.183099
Bed and breakfast,Private room,3,2020-05-01,100.000000,55,134,99.5,84.666667,2,0.000000,76.666667,,,2,36.666667
Bed and breakfast,Private room,3,2020-06-01,100.000000,55,133,98.5,84.000000,2,0.000000,76.666667,0.000000,,2,36.666667
Bed and breakfast,Private room,3,2020-07-01,100.000000,56,133,72.5,83.500000,3,0.000000,76.666667,33.333300,,28,554.500000
Bed and breakfast,Private room,4,2020-05-01,100.000000,34,1000,137,255.000000,8,12.500000,93.666667,,,99,4562.000000
Bed and breakfast,Private room,4,2020-06-01,100.000000,33,1000,137.5,255.250000,8,12.500000,93.666667,0.000000,,143,5677.625000
Bed and breakfast,Private room,4,2020-07-01,100.000000,33,1001,140,266.125000,8,12.500000,95.250000,0.000000,,79,4603.875000
Bed and breakfast,Private room,5,2020-05-01,100.000000,205,248,226.5,226.500000,2,0.000000,84.500000,,,30,3720.000000
Bed and breakfast,Private room,5,2020-06-01,100.000000,205,249,227,227.000000,2,0.000000,84.500000,0.000000,,32,3940.000000
Bed and breakfast,Private room,5,2020-07-01,100.000000,206,206,206,206.000000,1,0.000000,82.000000,-50.000000,,0,0.000000
Bed and breakfast,Private room,6,2020-05-01,100.000000,120,230,175,175.000000,2,0.000000,93.000000,,,0,0.000000
Bed and breakfast,Private room,6,2020-06-01,100.000000,120,120,120,120.000000,1,0.000000,100.000000,-50.000000,,5,600.000000
Bed and breakfast,Private room,6,2020-07-01,100.000000,120,120,120,120.000000,1,0.000000,100.000000,0.000000,,0,0.000000
Bed and breakfast,Private room,7,2020-05-01,100.000000,349,349,349,349.000000,1,0.000000,90.000000,,,30,10470.000000
Bed and breakfast,Shared room,1,2020-05-01,100.000000,29,38,34.5,34.000000,4,0.000000,90.750000,,,30,217.500000
Bed and breakfast,Shared room,1,2020-06-01,100.000000,29,39,34.5,34.250000,4,0.000000,90.750000,0.000000,,30,217.500000
Bed and breakfast,Shared room,1,2020-07-01,100.000000,29,37,33.5,33.250000,4,0.000000,90.750000,0.000000,,30,217.500000
Bed and breakfast,Shared room,2,2020-05-01,100.000000,35,35,35,35.000000,1,0.000000,97.000000,,,30,1050.000000
Bed and breakfast,Shared room,2,2020-06-01,100.000000,35,35,35,35.000000,1,0.000000,97.000000,0.000000,,19,665.000000
Bed and breakfast,Shared room,2,2020-07-01,100.000000,36,36,36,36.000000,1,0.000000,97.000000,0.000000,,30,1080.000000
Bed and breakfast,Shared room,4,2020-05-01,100.000000,41,41,41,41.000000,1,0.000000,76.000000,,,0,0.000000
Bed and breakfast,Shared room,4,2020-06-01,100.000000,41,41,41,41.000000,1,0.000000,76.000000,0.000000,,0,0.000000
Bed and breakfast,Shared room,4,2020-07-01,100.000000,42,42,42,42.000000,1,0.000000,76.000000,0.000000,,0,0.000000
Bed and breakfast,Shared room,6,2020-05-01,100.000000,28,28,28,28.000000,1,0.000000,78.000000,,,0,0.000000
Bed and breakfast,Shared room,6,2020-06-01,100.000000,29,29,29,29.000000,1,0.000000,78.000000,0.000000,,0,0.000000
Bed and breakfast,Shared room,8,2020-05-01,100.000000,38,38,38,38.000000,1,0.000000,85.000000,,,0,0.000000
Bed and breakfast,Shared room,8,2020-06-01,100.000000,34,34,34,34.000000,1,0.000000,80.000000,-66.666700,,0,0.000000
Bed and breakfast,Shared room,8,2020-07-01,100.000000,35,35,35,35.000000,1,0.000000,80.000000,0.000000,,0,0.000000
Bed and breakfast,Shared room,10,2020-05-01,100.000000,65,65,65,65.000000,1,0.000000,100.000000,,,1,65.000000
Bed and breakfast,Shared room,10,2020-06-01,100.000000,65,65,65,65.000000,1,0.000000,100.000000,0.000000,,1,65.000000
Bed and breakfast,Shared room,10,2020-07-01,100.000000,65,65,65,65.000000,1,0.000000,100.000000,0.000000,,1,65.000000
Bed and breakfast,Shared room,12,2020-05-01,100.000000,35,35,35,35.000000,1,0.000000,92.000000,,,30,1050.000000
Bed and breakfast,Shared room,12,2020-06-01,100.000000,34,34,34,34.000000,1,0.000000,92.000000,0.000000,,30,1020.000000
Bed and breakfast,Shared room,12,2020-07-01,100.000000,35,35,35,35.000000,1,0.000000,92.000000,0.000000,,30,1050.000000
Boat,Entire home/apt,1,2020-05-01,100.000000,399,399,399,399.000000,1,0.000000,,,,30,11970.000000
Boat,Entire home/apt,1,2020-06-01,100.000000,400,400,400,400.000000,1,0.000000,,0.000000,,30,12000.000000
Boat,Entire home/apt,1,2020-07-01,100.000000,401,401,401,401.000000,1,0.000000,,0.000000,,30,12030.000000
Boat,Entire home/apt,1,2020-08-01,100.000000,400,400,400,400.000000,1,0.000000,,0.000000,,30,12000.000000
Boat,Entire home/apt,1,2020-09-01,100.000000,400,400,400,400.000000,1,0.000000,,0.000000,,30,12000.000000
Boat,Entire home/apt,1,2020-10-01,100.000000,400,400,400,400.000000,1,0.000000,,0.000000,,30,12000.000000
Boat,Entire home/apt,1,2020-11-01,100.000000,400,400,400,400.000000,1,0.000000,,0.000000,,30,12000.000000
Boat,Entire home/apt,1,2020-12-01,100.000000,400,400,400,400.000000,1,0.000000,,0.000000,,30,12000.000000
Boat,Entire home/apt,1,2021-01-01,100.000000,400,400,400,400.000000,1,0.000000,,0.000000,,30,12000.000000
Boat,Entire home/apt,1,2021-02-01,100.000000,400,400,400,400.000000,1,0.000000,,0.000000,,30,12000.000000
Boat,Entire home/apt,1,2021-03-01,100.000000,400,400,400,400.000000,1,0.000000,,0.000000,,30,12000.000000
Boat,Entire home/apt,1,2021-04-01,100.000000,400,400,400,400.000000,1,0.000000,,0.000000,,30,12000.000000
Boat,Entire home/apt,2,2020-05-01,100.000000,161,550,374.5,365.000000,4,25.000000,98.666667,,,93,7237.500000
Boat,Entire home/apt,2,2020-06-01,100.000000,160,551,375,365.250000,4,25.000000,98.666667,0.000000,,61,3488.250000
Boat,Entire home/apt,2,2020-07-01,100.000000,160,551,375,365.250000,4,25.000000,99.000000,0.000000,,62,3425.750000
Boat,Entire home/apt,2,2020-08-01,100.000000,141,500,424.5,356.200000,5,20.000000,99.000000,25.000000,,72,3730.600000
Boat,Entire home/apt,2,2020-09-01,100.000000,141,500,424.5,355.000000,5,20.000000,99.000000,0.000000,,72,3694.600000
Boat,Entire home/apt,2,2020-10-01,100.000000,141,500,439.5,361.000000,5,20.000000,99.250000,0.000000,,89,5403.200000
